student_id,name,programme,year,gpa_sem1,gpa_sem2,gpa_sem3,attendance,lms_logins,facility_access,library_visits,after_hours_wifi,assignment_submissions,risk_label
N24293871L,Patricia Ndlovu,BSc Information Technology,1,2.7,2.65,2.21,65.44,4.78,6.54,1.97,4.06,2.84,medium
N23167037L,Tatenda Makaza,BSc Computer Science,2,3.3,3.31,3.84,90.06,12.41,9.01,5.04,1.03,4.99,low
N20289440L,Miriam Mhlanga,BSc Informatics,1,3.86,3.89,3.6,89.77,12.15,8.98,5.22,0.98,4.94,low
N21703016L,Blessing Mhlanga,BSc Computer Science,4,1.69,1.44,1.47,31.25,2.04,3.12,0.0,7.85,1.02,high
N20630734L,Clever Nyathi,BSc Information Systems,4,3.55,3.4,3.87,89.72,11.57,8.97,4.9,1.0,4.93,low
N22148408L,Tariro Mushonga,BSc Business Computing,4,3.16,3.1,3.87,89.61,11.82,8.96,4.95,1.04,4.75,low
N22735617L,Bright Mutizwa,BSc Software Engineering,2,3.77,3.13,3.21,90.27,11.91,9.03,4.98,1.03,4.69,low
N20297209L,Munyaradzi Mushonga,BSc Software Engineering,3,2.75,2.86,2.65,64.46,4.77,6.45,2.02,4.0,3.05,medium
N22390870L,Munyaradzi Chimuti,BSc Information Technology,3,1.86,1.51,1.46,30.5,1.85,3.05,0.0,7.94,1.02,high
N21519492L,Tanaka Moyo,BSc Data Science,1,3.92,3.06,3.27,90.29,11.73,9.03,5.06,0.99,5.23,low
N21173985L,Admire Chikwanda,BSc Computer Engineering,4,3.58,3.66,3.86,89.94,11.83,8.99,4.94,0.96,4.51,low
N21540073L,Rutendo Matsvimbo,BSc Information Technology,3,2.04,2.0,1.75,29.32,2.07,2.93,0.0,8.03,0.85,high
N22230674L,Bright Dube,BSc Information Technology,5,2.78,2.23,2.59,65.29,5.26,6.53,2.09,3.95,3.07,medium
N22915866L,Admire Ncube,BSc Software Engineering,3,3.73,4.0,3.74,89.95,11.89,9.0,4.96,1.06,5.02,low
N21497024L,Shannon Dube,BSc Information Systems,1,3.11,3.28,3.51,89.63,12.05,8.96,5.18,1.06,4.68,low
N23200181L,Tatenda Nyathi,BSc Data Science,4,4.0,3.91,3.78,90.04,12.29,9.0,5.06,1.0,5.28,low
N21433443L,Patricia Mhlanga,BSc Computer Engineering,3,2.96,3.01,2.99,90.18,11.84,9.02,5.13,1.03,4.65,low
N24723501L,Patricia Gwekwerere,BSc Information Systems,3,3.83,3.22,3.54,89.91,12.0,8.99,4.96,1.0,4.99,low
N21249600L,Patricia Makaza,BSc Data Science,3,3.11,2.23,2.91,65.39,5.01,6.54,1.93,3.94,3.36,medium
N21811160L,Miriam Sithole,BSc Business Computing,3,3.12,3.45,2.87,89.99,11.54,9.0,5.22,0.95,5.59,low
N24400752L,Rudo Sithole,BSc Software Engineering,5,3.77,3.93,3.28,90.03,11.25,9.0,4.81,0.97,5.56,low
N23908010L,Sharon Moyo,BSc Computer Science,4,4.0,3.39,3.35,89.98,12.08,9.0,4.97,1.06,4.83,low
N24160200L,Takudzwa Mushonga,BSc Business Computing,1,3.24,3.62,3.99,90.44,12.14,9.04,5.11,1.03,4.62,low
N24866296L,Rutendo Gwekwerere,BSc Business Computing,1,2.5,1.84,1.96,28.95,2.02,2.9,0.0,8.0,1.01,high
N20525167L,Thandeka Chimuti,BSc Software Engineering,5,4.0,3.99,3.05,90.6,11.84,9.06,4.94,0.98,4.99,low
N24886083L,Tinotenda Mpofu,BSc Informatics,3,2.17,2.36,2.65,65.28,4.95,6.53,2.02,3.83,3.0,medium
N24336001L,Michelle Moyo,BSc Computer Engineering,5,3.86,3.87,3.73,90.0,12.11,9.0,4.99,0.93,4.72,low
N23619577L,Patricia Mhlanga,BSc Computer Engineering,2,3.48,3.1,3.04,89.93,12.93,8.99,4.84,0.99,5.18,low
N24992104L,Shannon Mushonga,BSc Data Science,2,3.2,3.21,3.83,90.01,11.93,9.0,4.99,0.93,5.04,low
N24512742L,Blessing Mushonga,BSc Informatics,1,3.3,3.69,3.73,90.5,12.19,9.05,5.16,1.04,4.6,low
N20473024L,Thandeka Chimuti,BSc Business Computing,4,3.22,3.82,2.9,90.23,12.73,9.02,5.13,1.03,4.97,low
N21521598L,Gerald Ndlovu,BSc Computer Science,2,2.85,2.22,2.84,65.03,5.02,6.5,2.1,4.03,2.81,medium
N21530670L,Shannon Gwekwerere,BSc Informatics,1,1.59,1.4,1.43,30.85,2.18,3.08,0.0,8.02,1.06,high
N23492491L,Clever Nyathi,BSc Information Technology,3,3.82,3.55,4.0,89.71,11.7,8.97,4.92,1.0,4.82,low
N23788159L,Tanaka Mhlanga,BSc Information Systems,2,3.75,3.66,3.04,89.76,11.59,8.98,4.81,1.02,5.05,low
N21216041L,Blessing Mushonga,BSc Informatics,2,3.27,2.96,3.3,90.28,11.77,9.03,4.99,0.9,4.75,low
N20268099L,Blessing Gwekwerere,BSc Data Science,2,3.06,3.45,2.93,89.94,11.67,8.99,5.1,1.0,4.74,low
N21440669L,Simbarashe Mutizwa,BSc Information Technology,2,3.26,3.09,3.96,89.96,12.25,9.0,4.97,0.99,4.81,low
N21263097L,Tinotenda Mutizwa,BSc Informatics,5,3.08,2.64,2.22,64.72,4.76,6.47,2.07,4.06,2.97,medium
N22550536L,Miriam Ndlovu,BSc Information Technology,1,3.76,3.73,3.48,90.12,12.18,9.01,5.0,0.99,5.2,low
N23359781L,David Ncube,BSc Information Systems,1,2.04,2.04,2.48,64.99,4.78,6.5,1.98,4.16,2.85,medium
N21798698L,Chenai Chikwanda,BSc Business Computing,3,2.16,2.97,1.96,64.68,4.93,6.47,1.94,3.87,3.11,medium
N24740785L,Michelle Chikwanda,BSc Information Systems,4,2.13,2.11,2.7,64.89,5.18,6.49,2.0,4.03,2.88,medium
N21253311L,Learnmore Ndlovu,BSc Software Engineering,1,1.89,1.42,2.12,31.08,2.15,3.11,0.0,8.13,1.12,high
N22834169L,Newton Mpofu,BSc Computer Engineering,1,2.18,2.83,2.51,64.55,4.91,6.46,2.03,3.94,2.58,medium
N20419071L,Farai Ngwenya,BSc Computer Engineering,1,3.85,3.13,3.31,89.76,11.66,8.98,4.96,1.05,4.88,low
N22149866L,Tatenda Sibanda,BSc Informatics,2,3.76,2.75,2.95,89.71,12.17,8.97,5.05,0.96,4.65,low
N23393768L,David Dube,BSc Information Technology,3,1.93,2.61,2.71,65.51,5.39,6.55,1.99,3.92,3.36,medium
N22216946L,Farai Ndlovu,BSc Information Systems,4,3.11,3.72,3.65,90.1,12.12,9.01,4.92,1.03,4.86,low
N24654552L,David Nyathi,BSc Software Engineering,3,2.94,3.58,2.95,89.76,12.29,8.98,4.98,0.99,5.02,low
N20236823L,David Dube,BSc Informatics,1,2.89,3.88,4.0,90.35,12.3,9.03,5.14,0.89,4.96,low
N21302299L,Memory Dube,BSc Computer Science,4,2.95,3.44,2.71,89.85,12.36,8.99,4.99,1.01,4.92,low
N23897953L,Blessing Mushayasa,BSc Information Systems,3,3.24,2.84,3.42,90.13,11.39,9.01,4.96,1.04,5.12,low
N22896241L,Grace Nyathi,BSc Computer Engineering,1,3.98,3.65,3.19,90.26,12.48,9.03,5.01,1.0,5.08,low
N20606274L,Chenai Mutizwa,BSc Informatics,3,3.73,3.02,4.0,90.09,11.89,9.01,5.02,0.95,4.81,low
N22147652L,Precious Sibanda,BSc Software Engineering,1,4.0,3.58,3.29,90.02,11.89,9.0,5.05,0.98,4.98,low
N24178628L,Michelle Matsiga,BSc Information Technology,2,3.46,3.43,3.15,90.06,12.16,9.01,5.23,0.99,5.06,low
N21293007L,Thandeka Mhlanga,BSc Software Engineering,2,1.98,2.73,2.57,65.35,4.76,6.53,1.93,4.1,3.04,medium
N24577564L,Tatenda Mutizwa,BSc Data Science,1,3.23,3.27,3.15,89.8,12.0,8.98,4.93,1.07,4.97,low
N24224888L,Michelle Mpofu,BSc Informatics,1,2.95,3.53,3.86,89.97,12.04,9.0,5.09,1.04,5.1,low
N22239430L,Rudo Sibanda,BSc Software Engineering,1,3.44,3.96,3.41,90.08,12.11,9.01,4.87,1.01,4.95,low
N22763416L,David Nyathi,BSc Computer Engineering,1,2.97,3.81,3.14,90.15,12.77,9.01,5.04,1.06,4.91,low
N21528178L,Miriam Mushonga,BSc Computer Engineering,3,3.06,3.17,3.25,90.1,11.78,9.01,4.94,0.95,5.29,low
N22329931L,Admire Mhlanga,BSc Data Science,3,2.77,3.84,3.36,90.24,12.14,9.02,4.96,1.01,4.52,low
N24211613L,Patricia Ngwenya,BSc Software Engineering,2,2.22,2.73,2.17,65.17,4.9,6.52,1.88,3.93,2.81,medium
N24760393L,Simbarashe Ncube,BSc Business Computing,1,3.23,3.49,3.87,89.96,11.89,9.0,4.96,0.95,5.25,low
N23198242L,Munashe Mhlanga,BSc Business Computing,3,3.11,3.5,3.73,89.89,12.2,8.99,5.01,1.12,5.1,low
N23864915L,Tatenda Mushonga,BSc Informatics,4,3.87,2.85,3.44,89.71,12.67,8.97,4.94,1.01,4.61,low
N24296972L,Tendai Ncube,BSc Computer Science,4,3.08,2.63,2.78,90.34,11.72,9.03,4.89,1.0,5.1,low
N23205102L,Tatenda Ncube,BSc Informatics,2,3.89,3.28,3.46,90.52,11.76,9.05,4.96,1.03,5.15,low
N20900530L,Kudakwashe Ncube,BSc Software Engineering,2,1.9,1.53,2.21,29.67,2.1,2.97,0.0,8.03,0.97,high
N24114152L,Thandeka Dube,BSc Computer Engineering,1,3.36,3.61,3.96,89.82,12.17,8.98,5.15,1.05,4.92,low
N24565909L,Tatenda Mushonga,BSc Computer Engineering,1,3.32,3.18,3.01,89.95,12.07,9.0,4.96,1.04,4.96,low
N22757966L,Grace Dube,BSc Informatics,1,3.19,3.45,3.92,90.17,11.52,9.02,4.94,1.0,4.85,low
N24977116L,Learnmore Ncube,BSc Informatics,1,3.14,3.49,3.8,89.99,11.42,9.0,5.17,0.92,5.18,low
N21470472L,Clever Mpofu,BSc Information Technology,1,3.77,2.87,2.98,90.28,12.3,9.03,5.12,0.98,5.14,low
N23277795L,Shannon Mpofu,BSc Computer Science,3,2.72,2.19,2.18,64.36,5.26,6.44,2.06,3.89,3.18,medium
N22224099L,Gerald Moyo,BSc Informatics,1,2.96,3.37,2.94,89.77,11.78,8.98,5.17,0.88,5.04,low
N24290175L,Chenai Ncube,BSc Data Science,1,3.81,3.77,3.3,89.72,12.32,8.97,5.12,0.98,4.68,low
N22623502L,Tinotenda Ngwenya,BSc Computer Science,1,2.9,2.24,2.25,65.62,4.73,6.56,2.09,4.01,3.04,medium
N21435812L,Rutendo Dlodlo,BSc Business Computing,4,2.38,2.33,2.84,65.07,5.22,6.51,2.07,4.07,2.86,medium
N20218661L,Prince Sithole,BSc Data Science,3,2.95,3.22,3.5,90.08,12.07,9.01,5.08,0.95,4.81,low
N23469737L,Tafadzwa Gwekwerere,BSc Information Technology,2,3.34,2.92,3.51,90.32,12.23,9.03,4.82,0.99,4.89,low
N22244935L,Fungai Dlodlo,BSc Information Technology,5,3.01,3.56,3.96,89.81,11.35,8.98,5.06,0.98,4.99,low
N24961304L,Newton Dlodlo,BSc Computer Science,2,3.4,3.33,3.47,89.87,12.16,8.99,5.03,1.02,5.36,low
N21837246L,Tendai Mpofu,BSc Computer Engineering,2,2.07,2.24,2.39,65.25,5.22,6.53,2.02,4.05,2.99,medium
N24596947L,Munyaradzi Dube,BSc Informatics,5,4.0,3.16,2.97,89.4,12.14,8.94,4.9,0.96,4.59,low
N21409012L,Memory Ncube,BSc Information Technology,2,3.8,2.96,3.64,89.87,11.77,8.99,4.97,0.99,4.86,low
N21222930L,Munyaradzi Dlodlo,BSc Informatics,4,4.0,3.23,3.03,90.06,11.67,9.01,5.14,0.97,4.98,low
N20794940L,Prince Moyo,BSc Business Computing,2,2.66,3.18,3.11,89.9,11.68,8.99,5.02,0.88,5.15,low
N22248140L,Takudzwa Mpofu,BSc Computer Science,4,2.75,2.79,2.23,65.12,4.83,6.51,2.06,3.99,2.89,medium
N21592584L,Munyaradzi Mutizwa,BSc Data Science,4,3.88,4.0,3.31,90.43,11.53,9.04,5.08,1.03,5.04,low
N20400699L,Farai Ncube,BSc Informatics,3,2.3,2.89,2.64,65.61,4.96,6.56,1.94,3.97,3.17,medium
N24268137L,Thandeka Dlodlo,BSc Information Technology,1,3.44,3.2,3.74,90.04,12.23,9.0,4.91,0.98,5.09,low
N22699853L,Tatenda Mushonga,BSc Software Engineering,4,3.7,3.46,3.59,90.12,11.96,9.01,4.92,1.11,4.86,low
N24495900L,Rutendo Chikwanda,BSc Information Technology,1,2.23,1.92,1.18,29.91,2.0,2.99,0.0,7.95,1.08,high
N24734475L,Takudzwa Matsiga,BSc Business Computing,1,2.2,1.88,2.39,64.86,5.03,6.49,1.96,4.11,3.49,medium
N21157327L,Tinotenda Sithole,BSc Software Engineering,3,3.96,3.94,3.88,89.93,11.99,8.99,5.1,1.02,5.25,low
N22129411L,Newton Mushonga,BSc Information Systems,1,2.88,3.3,2.7,89.9,11.64,8.99,4.9,0.99,4.99,low
N22296863L,Grace Chikwanda,BSc Informatics,1,3.68,3.85,3.37,90.89,12.19,9.09,5.01,1.1,4.89,low
N20691123L,Winny Sibanda,BSc Informatics,1,3.62,3.22,3.69,89.7,12.12,8.97,4.95,1.01,4.76,low
N22888193L,Clever Dlodlo,BSc Software Engineering,4,2.7,2.36,2.21,65.04,5.38,6.5,2.11,4.03,3.15,medium
N21836789L,Farai Matsvimbo,BSc Information Technology,2,3.95,3.72,3.52,89.71,11.2,8.97,5.0,1.0,4.64,low
N21124835L,Precious Dlodlo,BSc Business Computing,2,2.14,2.99,2.37,65.51,4.98,6.55,2.05,4.0,2.97,medium
N21815520L,Tanaka Moyo,BSc Computer Science,4,3.8,3.64,3.62,90.05,11.94,9.0,5.02,1.0,4.99,low
N21906172L,Tatenda Mutizwa,BSc Computer Engineering,1,3.89,4.0,3.0,90.18,12.1,9.02,5.0,1.0,5.11,low
N24997531L,Learnmore Sibanda,BSc Information Technology,1,1.95,1.67,1.44,29.44,2.35,2.94,0.0,7.8,0.96,high
N21694438L,Winny Dube,BSc Informatics,5,2.7,3.06,3.83,89.92,11.91,8.99,5.08,0.97,5.11,low
N20623147L,Shannon Matsiga,BSc Computer Engineering,4,3.69,2.9,3.86,90.06,12.44,9.01,5.11,0.94,4.89,low
N24480977L,Gerald Moyo,BSc Computer Science,1,3.08,2.98,3.47,89.98,12.06,9.0,5.03,0.99,5.09,low
N23368463L,Tanaka Ncube,BSc Computer Science,3,2.24,2.29,2.15,64.99,4.79,6.5,1.92,4.0,3.08,medium
N22520415L,Learnmore Chimuti,BSc Information Systems,2,4.0,3.74,3.76,90.55,11.82,9.06,5.0,1.04,4.94,low
N22491835L,Tendai Sithole,BSc Business Computing,2,2.2,2.29,2.72,64.22,4.94,6.42,2.05,4.09,2.72,medium
N24775143L,Nomvula Mpofu,BSc Informatics,4,2.87,3.54,3.54,89.88,12.0,8.99,4.88,1.03,5.02,low
N24518675L,Takudzwa Mpofu,BSc Information Technology,1,3.37,3.04,3.5,89.7,12.01,8.97,4.9,0.99,4.99,low
N23773693L,Bright Matsiga,BSc Computer Science,3,3.79,3.52,3.12,90.26,11.97,9.03,4.73,1.1,4.97,low
N23905533L,Chenai Chikwanda,BSc Information Technology,3,2.25,2.93,2.46,64.52,5.01,6.45,2.05,4.03,3.19,medium
N23322964L,Winny Dube,BSc Data Science,2,3.61,3.15,3.11,90.1,12.51,9.01,4.93,1.01,5.16,low
N21771315L,Tariro Matsvimbo,BSc Informatics,2,2.96,3.21,3.31,90.07,11.36,9.01,4.94,1.01,5.5,low
N22927912L,Learnmore Gwekwerere,BSc Software Engineering,3,3.75,3.7,2.99,90.04,11.73,9.0,5.02,1.03,5.07,low
N23382956L,Rudo Mhlanga,BSc Computer Science,4,2.66,2.99,2.76,64.78,5.17,6.48,1.98,4.03,3.05,medium
N23540110L,Tariro Chikwanda,BSc Data Science,1,2.11,1.73,1.77,30.43,2.23,3.04,0.0,7.97,1.16,high
N23458633L,Nothando Mhlanga,BSc Software Engineering,1,3.0,3.86,3.16,90.29,12.35,9.03,4.86,1.01,4.81,low
N21830532L,Learnmore Nyathi,BSc Information Technology,2,2.82,3.1,3.14,90.07,11.92,9.01,5.01,1.06,4.97,low
N21181588L,Precious Chimuti,BSc Information Systems,3,3.55,3.48,3.05,89.73,11.77,8.97,4.93,0.97,4.58,low
N22114875L,Rutendo Matsiga,BSc Information Systems,5,3.99,3.38,3.78,90.31,11.44,9.03,4.92,1.03,5.08,low
N23375568L,Tatenda Ndlovu,BSc Business Computing,2,3.01,2.98,3.92,90.14,12.15,9.01,5.24,1.02,5.06,low
N24202179L,Nomvula Chikwanda,BSc Software Engineering,4,3.23,3.05,2.93,89.9,12.2,8.99,5.21,0.95,4.82,low
N23326636L,Gerald Chikwanda,BSc Software Engineering,2,3.24,3.43,3.5,89.78,11.47,8.98,4.98,0.98,5.02,low
N22116977L,Clever Mushonga,BSc Computer Science,3,2.37,1.46,1.19,31.08,1.79,3.11,0.0,7.83,0.79,high
N23468814L,Gerald Mushayasa,BSc Information Technology,3,2.99,3.41,3.33,89.85,11.88,8.98,4.98,0.99,5.07,low
N21581111L,Learnmore Nyathi,BSc Information Systems,3,4.0,3.87,3.76,89.8,12.15,8.98,4.84,0.91,4.99,low
N22986142L,Learnmore Mushonga,BSc Computer Science,1,3.84,3.22,3.21,90.22,11.5,9.02,4.75,1.01,5.24,low
N20746195L,Learnmore Dube,BSc Business Computing,4,3.12,2.47,2.12,64.85,5.48,6.49,2.06,4.16,3.08,medium
N23627812L,Precious Sibanda,BSc Data Science,3,2.27,2.47,1.89,29.45,1.82,2.95,0.0,7.92,0.93,high
N24499591L,Shannon Chikwanda,BSc Business Computing,1,1.45,1.65,2.28,29.74,2.25,2.97,0.0,7.76,0.99,high
N23532993L,Patricia Ndlovu,BSc Computer Engineering,2,4.0,3.72,3.78,90.23,12.39,9.02,4.92,0.94,5.09,low
N22422328L,Learnmore Mpofu,BSc Informatics,2,2.0,2.58,2.25,64.94,4.7,6.49,2.04,3.99,2.83,medium
N21928909L,Gerald Mutizwa,BSc Computer Engineering,2,3.52,3.18,2.87,90.11,12.41,9.01,5.07,1.02,5.01,low
N21682735L,Patricia Chikwanda,BSc Information Technology,5,2.35,2.94,3.02,64.78,5.08,6.48,1.99,3.84,3.11,medium
N21767181L,Patricia Mhlanga,BSc Information Technology,4,2.8,2.74,2.95,65.23,5.0,6.52,1.99,3.88,2.88,medium
N20844515L,Munyaradzi Mutizwa,BSc Computer Science,2,3.16,3.84,2.86,90.18,11.86,9.02,5.02,1.02,5.39,low
N22978012L,Grace Mhlanga,BSc Computer Engineering,3,3.68,3.73,3.72,89.97,11.78,9.0,5.08,0.96,4.65,low
N24260483L,Tashinga Chimuti,BSc Computer Science,1,3.79,3.48,3.85,89.86,12.03,8.99,5.03,1.04,5.38,low
N23765282L,Tinotenda Mhlanga,BSc Software Engineering,1,2.25,1.93,2.02,30.97,2.25,3.1,0.0,8.11,0.76,high
N21861593L,Simbarashe Ngwenya,BSc Informatics,1,2.27,2.09,2.06,64.87,4.94,6.49,2.05,4.11,3.1,medium
